Descricao Area de Referencia,Regiao SDG,Periodo de Tempo,Genero,Idade,Valor Observado,Descricao Unidade de Medida,Ano da Fonte,Ano Mais Recente
Mexico,Latin America and the Caribbean,2014,Male,55 to 64 years old,2.484801186761612,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,55 to 64 years old,2.896252353664219,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,55 to 64 years old,1.793166666666667,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,55 to 64 years old,2.613801799801554,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,55 to 64 years old,3.169687253254698,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,55 to 64 years old,3.0,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,55 to 64 years old,1.039550949457015,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,55 to 64 years old,2.348015848621796,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,55 to 64 years old,2.833,Hours per day,2022,1.0
Portugal,Europe and Northern America,2015,Male,55 to 64 years old,2.498386666666667,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Male,55 to 64 years old,3.083333333333334,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,55 to 64 years old,2.671274539168156,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,55 to 64 years old,2.640618550752389,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2001,Male,55 to 64 years old,3.208242036114312,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2011,Male,55 to 64 years old,3.390127324991091,Hours per day,2022,1.0
Switzerland,Europe and Northern America,2000,Male,55 to 64 years old,2.147,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2004,Male,55 to 64 years old,2.316,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2007,Male,55 to 64 years old,2.374000000000001,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,55 to 64 years old,2.135,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,55 to 64 years old,2.313,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,55 to 64 years old,2.339,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,55 to 64 years old,2.461,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,55 to 64 years old,1.0610633112,Hours per day,2022,Sem Informação
Türkiye,Northern Africa and Western Asia,2015,Male,55 to 64 years old,1.151345555031512,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,55 to 64 years old,1.8,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2015,Male,55 to 64 years old,1.800188333333334,Hours per day,2022,Sem Informação
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2022,Male,55 to 64 years old,2.720221974543327,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2001,Male,55 to 64 years old,2.316045,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2003,Male,55 to 64 years old,2.55,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2004,Male,55 to 64 years old,2.52,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2005,Male,55 to 64 years old,2.65,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2006,Male,55 to 64 years old,2.62,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2007,Male,55 to 64 years old,2.83,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2008,Male,55 to 64 years old,2.45,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2009,Male,55 to 64 years old,2.5,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2010,Male,55 to 64 years old,2.47,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2011,Male,55 to 64 years old,2.44,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2012,Male,55 to 64 years old,2.48,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2013,Male,55 to 64 years old,2.48,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2014,Male,55 to 64 years old,2.45,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2015,Male,55 to 64 years old,2.610000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2016,Male,55 to 64 years old,2.33,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2017,Male,55 to 64 years old,2.55,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2018,Male,55 to 64 years old,2.599999992,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2019,Male,55 to 64 years old,2.64,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,65 years old and over,5.050013021297568,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,65 years old and over,4.973,Hours per day,2022,1.0
Belgium,Europe and Northern America,2013,Female,65 years old and over,6.751500000000001,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,65 years old and over,2.704493234867668,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,65 years old and over,3.9,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2015,Female,65 years old and over,4.245906800000001,Hours per day,2022,1.0
Chile,Latin America and the Caribbean,2008,Female,65 years old and over,3.534268400000001,Hours per day,2022,Sem Informação
Colombia,Latin America and the Caribbean,2017,Female,65 years old and over,3.322572222222222,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,65 years old and over,3.281647222222222,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,65 years old and over,4.693832789948774,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,65 years old and over,2.328536861232847,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,65 years old and over,3.846,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,65 years old and over,4.025,Hours per day,2022,1.0
France,Europe and Northern America,2010,Female,65 years old and over,4.2550898,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,65 years old and over,3.45423235730198,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,65 years old and over,2.083333333333334,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,65 years old and over,2.133333333333334,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,65 years old and over,4.431,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,65 years old and over,4.63333333334,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,65 years old and over,4.250999720293475,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,65 years old and over,4.97,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,65 years old and over,4.970000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,65 years old and over,4.74,Hours per day,2022,1.0
Japan,Eastern and South-Eastern Asia,2001,Female,65 years old and over,3.5,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2006,Female,65 years old and over,3.566666666666666,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2011,Female,65 years old and over,3.616666666666666,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2016,Female,65 years old and over,3.65,Hours per day,2022,Sem Informação
Japan,Eastern and South-Eastern Asia,2021,Female,65 years old and over,3.78,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,65 years old and over,3.666666666666666,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,65 years old and over,3.449999999999999,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,65 years old and over,3.128700608685079,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,65 years old and over,2.660489994796289,Hours per day,2022,1.0
Lithuania,Europe and Northern America,2003,Female,65 years old and over,5.181,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,65 years old and over,4.825431141840891,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,65 years old and over,5.649202235657042,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,65 years old and over,5.807360766022237,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,65 years old and over,4.038833333333334,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,65 years old and over,4.370019123513973,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,65 years old and over,5.14256806194146,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,65 years old and over,4.283,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,65 years old and over,2.211398018758425,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,65 years old and over,4.961138525797328,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,65 years old and over,4.250000000000001,Hours per day,2022,1.0
Portugal,Europe and Northern America,2015,Female,65 years old and over,3.448755,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,65 years old and over,5.5,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Female,65 years old and over,4.783333333333332,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,65 years old and over,4.30850227580078,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,65 years old and over,4.838099740477443,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2001,Female,65 years old and over,4.650398325535151,Hours per day,2022,Sem Informação
Sweden,Europe and Northern America,2011,Female,65 years old and over,4.561240887029824,Hours per day,2022,1.0
Switzerland,Europe and Northern America,2000,Female,65 years old and over,3.605,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2004,Female,65 years old and over,3.591999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2007,Female,65 years old and over,3.456,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,65 years old and over,3.248000000000001,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,65 years old and over,3.225000000000001,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,65 years old and over,3.331,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,65 years old and over,3.472,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,65 years old and over,3.8016578024,Hours per day,2022,Sem Informação
Türkiye,Northern Africa and Western Asia,2015,Female,65 years old and over,3.162532596903306,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,65 years old and over,2.6,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2015,Female,65 years old and over,3.25538,Hours per day,2022,Sem Informação
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2022,Female,65 years old and over,4.095647372821081,Hours per day,2022,1.0
United Kingdom of Great Britain and Northern Ireland,Europe and Northern America,2001,Female,65 years old and over,3.71738,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2003,Female,65 years old and over,4.02,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2004,Female,65 years old and over,3.88,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2005,Female,65 years old and over,3.879999999999999,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2006,Female,65 years old and over,3.86,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2007,Female,65 years old and over,3.800000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2008,Female,65 years old and over,3.67,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2009,Female,65 years old and over,3.819999999999999,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2010,Female,65 years old and over,3.67,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2011,Female,65 years old and over,3.58,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2012,Female,65 years old and over,3.879999999999999,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2013,Female,65 years old and over,3.76,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2014,Female,65 years old and over,3.72,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2015,Female,65 years old and over,3.830000000000001,Hours per day,2022,Sem Informação
United States of America,Europe and Northern America,2016,Female,65 years old and over,4.05,Hours per day,2022,Sem Informação
